session_id	original_session_id
ses-20190618+sample+1	ses-20190618_sample_1
ses-20190618+sample+2	ses-20190618_sample_2
ses-20190618+sample+4	ses-20190618_sample_4
ses-20190618+sample+5	ses-20190618_sample_5
ses-20190618+sample+7	ses-20190618_sample_7
ses-20190618+sample+8	ses-20190618_sample_8
