session_id	original_session_id
ses-20180725+sample+3	ses-20180725_sample_3
ses-20180725+sample+4	ses-20180725_sample_4
ses-20180725+sample+6	ses-20180725_sample_6
ses-20180725+sample+7	ses-20180725_sample_7
ses-20180725+sample+9	ses-20180725_sample_9
