session_id	original_session_id
ses-20190204+sample+1	ses-20190204_sample_1
ses-20190204+sample+11	ses-20190204_sample_11
ses-20190204+sample+14	ses-20190204_sample_14
ses-20190204+sample+15	ses-20190204_sample_15
ses-20190204+sample+16	ses-20190204_sample_16
ses-20190204+sample+17	ses-20190204_sample_17
ses-20190204+sample+18	ses-20190204_sample_18
ses-20190204+sample+19	ses-20190204_sample_19
ses-20190204+sample+2	ses-20190204_sample_2
ses-20190204+sample+4	ses-20190204_sample_4
ses-20190204+sample+5	ses-20190204_sample_5
ses-20190204+sample+6	ses-20190204_sample_6
