session_id	original_session_id
ses-20181116+sample+10	ses-20181116_sample_10
ses-20181116+sample+12	ses-20181116_sample_12
ses-20181116+sample+2	ses-20181116_sample_2
ses-20181116+sample+3	ses-20181116_sample_3
ses-20181116+sample+4	ses-20181116_sample_4
ses-20181116+sample+5	ses-20181116_sample_5
ses-20181116+sample+7	ses-20181116_sample_7
