session_id	original_session_id
ses-20190418+sample+10	ses-20190418_sample_10
ses-20190418+sample+2	ses-20190418_sample_2
ses-20190418+sample+4	ses-20190418_sample_4
ses-20190418+sample+5	ses-20190418_sample_5
ses-20190418+sample+7	ses-20190418_sample_7
ses-20190418+sample+8	ses-20190418_sample_8
ses-20190418+sample+9	ses-20190418_sample_9
