session_id	original_session_id
ses-20190625+sample+1	ses-20190625_sample_1
ses-20190625+sample+10	ses-20190625_sample_10
ses-20190625+sample+11	ses-20190625_sample_11
ses-20190625+sample+12	ses-20190625_sample_12
ses-20190625+sample+13	ses-20190625_sample_13
ses-20190625+sample+2	ses-20190625_sample_2
ses-20190625+sample+3	ses-20190625_sample_3
ses-20190625+sample+4	ses-20190625_sample_4
ses-20190625+sample+5	ses-20190625_sample_5
ses-20190625+sample+6	ses-20190625_sample_6
ses-20190625+sample+7	ses-20190625_sample_7
ses-20190625+sample+8	ses-20190625_sample_8
