session_id	original_session_id
ses-20181010+sample+1	ses-20181010_sample_1
ses-20181010+sample+10	ses-20181010_sample_10
ses-20181010+sample+3	ses-20181010_sample_3
ses-20181010+sample+4	ses-20181010_sample_4
ses-20181010+sample+5	ses-20181010_sample_5
ses-20181010+sample+6	ses-20181010_sample_6
ses-20181010+sample+8	ses-20181010_sample_8
