participant_id	original_participant_id	species	sex
sub-mouse+DFHTC	sub-mouse_DFHTC	Mus musculus	F
sub-mouse+DFYAE	sub-mouse_DFYAE	Mus musculus	F
sub-mouse+DHDXY	sub-mouse_DHDXY	Mus musculus	M
sub-mouse+DMKCA	sub-mouse_DMKCA	Mus musculus	M
sub-mouse+DMTAH	sub-mouse_DMTAH	Mus musculus	M
sub-mouse+DOFVQ	sub-mouse_DOFVQ	Mus musculus	F
sub-mouse+DVQIA	sub-mouse_DVQIA	Mus musculus	F
sub-mouse+DYNRZ	sub-mouse_DYNRZ	Mus musculus	M
sub-mouse+EAHUL	sub-mouse_EAHUL	Mus musculus	M
sub-mouse+EBFUB	sub-mouse_EBFUB	Mus musculus	M
sub-mouse+ECLYT	sub-mouse_ECLYT	Mus musculus	M
sub-mouse+EEWII	sub-mouse_EEWII	Mus musculus	M
sub-mouse+EFCUW	sub-mouse_EFCUW	Mus musculus	M
sub-mouse+EIXCQ	sub-mouse_EIXCQ	Mus musculus	F
sub-mouse+ELCAA	sub-mouse_ELCAA	Mus musculus	F
sub-mouse+ELRNU	sub-mouse_ELRNU	Mus musculus	F
sub-mouse+EODLM	sub-mouse_EODLM	Mus musculus	F
sub-mouse+EOYBJ	sub-mouse_EOYBJ	Mus musculus	M
sub-mouse+EUEJJ	sub-mouse_EUEJJ	Mus musculus	M
sub-mouse+EUNBK	sub-mouse_EUNBK	Mus musculus	M
sub-mouse+EVWCL	sub-mouse_EVWCL	Mus musculus	F
sub-mouse+EWGMO	sub-mouse_EWGMO	Mus musculus	F
sub-mouse+EXEHJ	sub-mouse_EXEHJ	Mus musculus	M
sub-mouse+FFWPD	sub-mouse_FFWPD	Mus musculus	F
sub-mouse+FMODM	sub-mouse_FMODM	Mus musculus	F
sub-mouse+FRXJE	sub-mouse_FRXJE	Mus musculus	M
sub-mouse+GACMY	sub-mouse_GACMY	Mus musculus	M
sub-mouse+GHNSF	sub-mouse_GHNSF	Mus musculus	F
sub-mouse+GSFFC	sub-mouse_GSFFC	Mus musculus	F
sub-mouse+GSHJT	sub-mouse_GSHJT	Mus musculus	F
sub-mouse+GTOKH	sub-mouse_GTOKH	Mus musculus	M
sub-mouse+GUIGR	sub-mouse_GUIGR	Mus musculus	M
sub-mouse+GXWEL	sub-mouse_GXWEL	Mus musculus	F
sub-mouse+GYQGV	sub-mouse_GYQGV	Mus musculus	F
sub-mouse+HAKYY	sub-mouse_HAKYY	Mus musculus	M
sub-mouse+HBTAE	sub-mouse_HBTAE	Mus musculus	M
sub-mouse+HDBFV	sub-mouse_HDBFV	Mus musculus	F
sub-mouse+HGZZB	sub-mouse_HGZZB	Mus musculus	M
sub-mouse+HIEAS	sub-mouse_HIEAS	Mus musculus	M
sub-mouse+HJKLM	sub-mouse_HJKLM	Mus musculus	F
sub-mouse+HKIEN	sub-mouse_HKIEN	Mus musculus	F
sub-mouse+HNXRO	sub-mouse_HNXRO	Mus musculus	M
sub-mouse+HQLSJ	sub-mouse_HQLSJ	Mus musculus	M
sub-mouse+HTPMR	sub-mouse_HTPMR	Mus musculus	M
sub-mouse+HXCVU	sub-mouse_HXCVU	Mus musculus	M
sub-mouse+HZREI	sub-mouse_HZREI	Mus musculus	F
sub-mouse+IAHGR	sub-mouse_IAHGR	Mus musculus	M
sub-mouse+IEFTZ	sub-mouse_IEFTZ	Mus musculus	F
sub-mouse+IGDZU	sub-mouse_IGDZU	Mus musculus	F
sub-mouse+IGIHL	sub-mouse_IGIHL	Mus musculus	F
sub-mouse+ILZNB	sub-mouse_ILZNB	Mus musculus	M
sub-mouse+IMROD	sub-mouse_IMROD	Mus musculus	M
sub-mouse+IQIKO	sub-mouse_IQIKO	Mus musculus	F
sub-mouse+IQNOA	sub-mouse_IQNOA	Mus musculus	F
sub-mouse+IZUBT	sub-mouse_IZUBT	Mus musculus	F
sub-mouse+JDVRZ	sub-mouse_JDVRZ	Mus musculus	M
sub-mouse+JEJAV	sub-mouse_JEJAV	Mus musculus	F
sub-mouse+JFOVK	sub-mouse_JFOVK	Mus musculus	F
sub-mouse+JHFFH	sub-mouse_JHFFH	Mus musculus	F
sub-mouse+JLXOV	sub-mouse_JLXOV	Mus musculus	M
sub-mouse+JSQXS	sub-mouse_JSQXS	Mus musculus	F
sub-mouse+JVEDB	sub-mouse_JVEDB	Mus musculus	M
sub-mouse+JYRHH	sub-mouse_JYRHH	Mus musculus	M
sub-mouse+KDMGS	sub-mouse_KDMGS	Mus musculus	F
sub-mouse+KFMKE	sub-mouse_KFMKE	Mus musculus	F
sub-mouse+KKXUD	sub-mouse_KKXUD	Mus musculus	M
sub-mouse+KVPGJ	sub-mouse_KVPGJ	Mus musculus	M
sub-mouse+KXWIW	sub-mouse_KXWIW	Mus musculus	F
sub-mouse+KZWYG	sub-mouse_KZWYG	Mus musculus	F
sub-mouse+LBJDN	sub-mouse_LBJDN	Mus musculus	F
sub-mouse+LEGDF	sub-mouse_LEGDF	Mus musculus	M
sub-mouse+LIGNT	sub-mouse_LIGNT	Mus musculus	F
sub-mouse+LLDPD	sub-mouse_LLDPD	Mus musculus	F
sub-mouse+LNBSR	sub-mouse_LNBSR	Mus musculus	F
sub-mouse+LQFGN	sub-mouse_LQFGN	Mus musculus	F
sub-mouse+LVGJZ	sub-mouse_LVGJZ	Mus musculus	M
sub-mouse+LYQJP	sub-mouse_LYQJP	Mus musculus	M
sub-mouse+LZMHR	sub-mouse_LZMHR	Mus musculus	F
sub-mouse+MDDFS	sub-mouse_MDDFS	Mus musculus	M
sub-mouse+MHJIR	sub-mouse_MHJIR	Mus musculus	M
sub-mouse+MICGF	sub-mouse_MICGF	Mus musculus	F
sub-mouse+MKKPK	sub-mouse_MKKPK	Mus musculus	M
sub-mouse+MLEFZ	sub-mouse_MLEFZ	Mus musculus	M
sub-mouse+MOUPV	sub-mouse_MOUPV	Mus musculus	F
sub-mouse+MSVHB	sub-mouse_MSVHB	Mus musculus	F
sub-mouse+MTOCW	sub-mouse_MTOCW	Mus musculus	M
sub-mouse+MUAPG	sub-mouse_MUAPG	Mus musculus	F
sub-mouse+NASMM	sub-mouse_NASMM	Mus musculus	M
sub-mouse+NCFRS	sub-mouse_NCFRS	Mus musculus	F
sub-mouse+NGMHT	sub-mouse_NGMHT	Mus musculus	M
sub-mouse+NHIVK	sub-mouse_NHIVK	Mus musculus	M
sub-mouse+NPNLS	sub-mouse_NPNLS	Mus musculus	M
sub-mouse+NRBVC	sub-mouse_NRBVC	Mus musculus	M
sub-mouse+NTELP	sub-mouse_NTELP	Mus musculus	F
sub-mouse+NUCAT	sub-mouse_NUCAT	Mus musculus	F
sub-mouse+NUHHS	sub-mouse_NUHHS	Mus musculus	F
sub-mouse+NYQSO	sub-mouse_NYQSO	Mus musculus	M
sub-mouse+NZDYM	sub-mouse_NZDYM	Mus musculus	M
sub-mouse+OGLHO	sub-mouse_OGLHO	Mus musculus	M
sub-mouse+OKHZS	sub-mouse_OKHZS	Mus musculus	F
sub-mouse+OLIJZ	sub-mouse_OLIJZ	Mus musculus	F
sub-mouse+ONCAE	sub-mouse_ONCAE	Mus musculus	F
sub-mouse+OOATG	sub-mouse_OOATG	Mus musculus	M
sub-mouse+OOSLW	sub-mouse_OOSLW	Mus musculus	F
sub-mouse+OOZJM	sub-mouse_OOZJM	Mus musculus	F
sub-mouse+OQKUZ	sub-mouse_OQKUZ	Mus musculus	F
sub-mouse+OVBOH	sub-mouse_OVBOH	Mus musculus	M
sub-mouse+OXKPQ	sub-mouse_OXKPQ	Mus musculus	F
sub-mouse+OYWEJ	sub-mouse_OYWEJ	Mus musculus	F
sub-mouse+PAIFP	sub-mouse_PAIFP	Mus musculus	F
sub-mouse+PEXPN	sub-mouse_PEXPN	Mus musculus	M
sub-mouse+PHFLX	sub-mouse_PHFLX	Mus musculus	F
sub-mouse+PIDAD	sub-mouse_PIDAD	Mus musculus	M
sub-mouse+PKVPH	sub-mouse_PKVPH	Mus musculus	M
sub-mouse+POHNW	sub-mouse_POHNW	Mus musculus	F
sub-mouse+PSDCQ	sub-mouse_PSDCQ	Mus musculus	F
sub-mouse+PWFQE	sub-mouse_PWFQE	Mus musculus	M
sub-mouse+PXPWB	sub-mouse_PXPWB	Mus musculus	M
sub-mouse+PYCYR	sub-mouse_PYCYR	Mus musculus	F
sub-mouse+PYVMS	sub-mouse_PYVMS	Mus musculus	F
sub-mouse+PZPYT	sub-mouse_PZPYT	Mus musculus	M
sub-mouse+QAOWB	sub-mouse_QAOWB	Mus musculus	M
sub-mouse+QBAPL	sub-mouse_QBAPL	Mus musculus	M
sub-mouse+QDLIS	sub-mouse_QDLIS	Mus musculus	F
sub-mouse+QEDJX	sub-mouse_QEDJX	Mus musculus	M
sub-mouse+QFXET	sub-mouse_QFXET	Mus musculus	M
sub-mouse+QJQTX	sub-mouse_QJQTX	Mus musculus	M
sub-mouse+QLNUF	sub-mouse_QLNUF	Mus musculus	M
sub-mouse+QNZMI	sub-mouse_QNZMI	Mus musculus	M
sub-mouse+QPOWO	sub-mouse_QPOWO	Mus musculus	M
sub-mouse+QQBBV	sub-mouse_QQBBV	Mus musculus	M
sub-mouse+QTXLR	sub-mouse_QTXLR	Mus musculus	F
sub-mouse+QWMWY	sub-mouse_QWMWY	Mus musculus	M
sub-mouse+QYXAF	sub-mouse_QYXAF	Mus musculus	F
sub-mouse+QZIVS	sub-mouse_QZIVS	Mus musculus	F
sub-mouse+RBROS	sub-mouse_RBROS	Mus musculus	M
sub-mouse+RMKXD	sub-mouse_RMKXD	Mus musculus	F
sub-mouse+ROUXZ	sub-mouse_ROUXZ	Mus musculus	M
sub-mouse+RWJCG	sub-mouse_RWJCG	Mus musculus	M
sub-mouse+RZFCS	sub-mouse_RZFCS	Mus musculus	F
sub-mouse+RZTHI	sub-mouse_RZTHI	Mus musculus	F
sub-mouse+SGCMM	sub-mouse_SGCMM	Mus musculus	M
sub-mouse+SGFBF	sub-mouse_SGFBF	Mus musculus	F
sub-mouse+SGQTD	sub-mouse_SGQTD	Mus musculus	F
sub-mouse+SHPMA	sub-mouse_SHPMA	Mus musculus	M
sub-mouse+SOYWW	sub-mouse_SOYWW	Mus musculus	M
sub-mouse+SQHCC	sub-mouse_SQHCC	Mus musculus	M
sub-mouse+SQUNI	sub-mouse_SQUNI	Mus musculus	M
sub-mouse+STYRO	sub-mouse_STYRO	Mus musculus	M
sub-mouse+SUERJ	sub-mouse_SUERJ	Mus musculus	M
sub-mouse+SZOPU	sub-mouse_SZOPU	Mus musculus	F
sub-mouse+TJZSZ	sub-mouse_TJZSZ	Mus musculus	F
sub-mouse+TQLOA	sub-mouse_TQLOA	Mus musculus	F
sub-mouse+TXVXA	sub-mouse_TXVXA	Mus musculus	M
sub-mouse+TYCES	sub-mouse_TYCES	Mus musculus	M
sub-mouse+TYDJC	sub-mouse_TYDJC	Mus musculus	F
sub-mouse+UALZV	sub-mouse_UALZV	Mus musculus	M
sub-mouse+UAOAE	sub-mouse_UAOAE	Mus musculus	M
sub-mouse+UDUWP	sub-mouse_UDUWP	Mus musculus	F
sub-mouse+UFLLT	sub-mouse_UFLLT	Mus musculus	M
sub-mouse+UFZLM	sub-mouse_UFZLM	Mus musculus	F
sub-mouse+UGZSW	sub-mouse_UGZSW	Mus musculus	F
sub-mouse+UHZDZ	sub-mouse_UHZDZ	Mus musculus	F
sub-mouse+UKEDC	sub-mouse_UKEDC	Mus musculus	M
sub-mouse+UTMPM	sub-mouse_UTMPM	Mus musculus	F
sub-mouse+UVVCP	sub-mouse_UVVCP	Mus musculus	F
sub-mouse+UWACR	sub-mouse_UWACR	Mus musculus	F
sub-mouse+UWILU	sub-mouse_UWILU	Mus musculus	F
sub-mouse+VBJMY	sub-mouse_VBJMY	Mus musculus	F
sub-mouse+VCACE	sub-mouse_VCACE	Mus musculus	F
sub-mouse+VDSTA	sub-mouse_VDSTA	Mus musculus	F
sub-mouse+VNZWN	sub-mouse_VNZWN	Mus musculus	M
sub-mouse+VSYZV	sub-mouse_VSYZV	Mus musculus	M
sub-mouse+VTQGY	sub-mouse_VTQGY	Mus musculus	M
sub-mouse+VUFAE	sub-mouse_VUFAE	Mus musculus	M
sub-mouse+VVCRL	sub-mouse_VVCRL	Mus musculus	F
sub-mouse+VWBJB	sub-mouse_VWBJB	Mus musculus	M
sub-mouse+WADVB	sub-mouse_WADVB	Mus musculus	F
sub-mouse+WANEU	sub-mouse_WANEU	Mus musculus	F
sub-mouse+WDWKX	sub-mouse_WDWKX	Mus musculus	M
sub-mouse+WEAAS	sub-mouse_WEAAS	Mus musculus	F
sub-mouse+WJLBM	sub-mouse_WJLBM	Mus musculus	M
sub-mouse+WNKOM	sub-mouse_WNKOM	Mus musculus	M
sub-mouse+WOBBW	sub-mouse_WOBBW	Mus musculus	M
sub-mouse+WOZNK	sub-mouse_WOZNK	Mus musculus	F
sub-mouse+WVNFF	sub-mouse_WVNFF	Mus musculus	M
sub-mouse+WYKLJ	sub-mouse_WYKLJ	Mus musculus	F
sub-mouse+WZCRY	sub-mouse_WZCRY	Mus musculus	M
sub-mouse+XAVAR	sub-mouse_XAVAR	Mus musculus	M
sub-mouse+XBMZN	sub-mouse_XBMZN	Mus musculus	M
sub-mouse+XECLH	sub-mouse_XECLH	Mus musculus	F
sub-mouse+XFBTK	sub-mouse_XFBTK	Mus musculus	F
sub-mouse+XFSYB	sub-mouse_XFSYB	Mus musculus	F
sub-mouse+XFWCQ	sub-mouse_XFWCQ	Mus musculus	F
sub-mouse+XHGCQ	sub-mouse_XHGCQ	Mus musculus	F
sub-mouse+XITQQ	sub-mouse_XITQQ	Mus musculus	M
sub-mouse+XKIBL	sub-mouse_XKIBL	Mus musculus	M
sub-mouse+XMZGY	sub-mouse_XMZGY	Mus musculus	M
sub-mouse+XOWJS	sub-mouse_XOWJS	Mus musculus	M
sub-mouse+XRMEW	sub-mouse_XRMEW	Mus musculus	F
sub-mouse+XSGCO	sub-mouse_XSGCO	Mus musculus	M
sub-mouse+XTKQH	sub-mouse_XTKQH	Mus musculus	F
sub-mouse+XTXOH	sub-mouse_XTXOH	Mus musculus	F
sub-mouse+YAOHK	sub-mouse_YAOHK	Mus musculus	F
sub-mouse+YAUVU	sub-mouse_YAUVU	Mus musculus	F
sub-mouse+YAVWS	sub-mouse_YAVWS	Mus musculus	F
sub-mouse+YGMUJ	sub-mouse_YGMUJ	Mus musculus	F
sub-mouse+YHUPM	sub-mouse_YHUPM	Mus musculus	M
sub-mouse+YJVZC	sub-mouse_YJVZC	Mus musculus	M
sub-mouse+YMIOM	sub-mouse_YMIOM	Mus musculus	M
sub-mouse+YNEOQ	sub-mouse_YNEOQ	Mus musculus	F
sub-mouse+YUYDJ	sub-mouse_YUYDJ	Mus musculus	F
sub-mouse+YVQMA	sub-mouse_YVQMA	Mus musculus	F
sub-mouse+ZBEEF	sub-mouse_ZBEEF	Mus musculus	M
sub-mouse+ZDAHQ	sub-mouse_ZDAHQ	Mus musculus	M
sub-mouse+ZGNZE	sub-mouse_ZGNZE	Mus musculus	M
sub-mouse+ZJZBS	sub-mouse_ZJZBS	Mus musculus	F
sub-mouse+ZKETK	sub-mouse_ZKETK	Mus musculus	F
sub-mouse+ZLYQM	sub-mouse_ZLYQM	Mus musculus	F
sub-mouse+ZNDVW	sub-mouse_ZNDVW	Mus musculus	F
sub-mouse+ZNFEK	sub-mouse_ZNFEK	Mus musculus	F
sub-mouse+ZPSEV	sub-mouse_ZPSEV	Mus musculus	F
sub-mouse+ZQHAI	sub-mouse_ZQHAI	Mus musculus	M
sub-mouse+ZTLGB	sub-mouse_ZTLGB	Mus musculus	M
sub-mouse+ZWNGI	sub-mouse_ZWNGI	Mus musculus	F
sub-mouse+ZWZEZ	sub-mouse_ZWZEZ	Mus musculus	M
sub-mouse+ZYOYV	sub-mouse_ZYOYV	Mus musculus	M
sub-mouse+ZZPUG	sub-mouse_ZZPUG	Mus musculus	M
sub-mouse+ZZVQT	sub-mouse_ZZVQT	Mus musculus	F
