session_id	original_session_id
ses-20181109+sample+1	ses-20181109_sample_1
ses-20181109+sample+10	ses-20181109_sample_10
ses-20181109+sample+2	ses-20181109_sample_2
ses-20181109+sample+3	ses-20181109_sample_3
ses-20181109+sample+5	ses-20181109_sample_5
ses-20181109+sample+7	ses-20181109_sample_7
ses-20181109+sample+8	ses-20181109_sample_8
ses-20181109+sample+9	ses-20181109_sample_9
